Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
206,2024-08-20 09:27:59.297409,"The mobile app update improved performance, thank you!",Survey,Negative,Online Banking,Australia,Students,13,Resolved,Service Issue,3,Customer Service,Frequent user,Thank you for your feedback.,ATM Failures
207,2023-12-03 09:27:59.297411,"The bank charges too many fees, thinking of switching.",Survey,Negative,ATM Services,Europe,Young Professionals,47,Resolved,Service Issue,3,Technical Issue,Called last year,We apologize for the inconvenience.,Technical Issues
208,2024-05-15 09:27:59.297413,"Mobile banking interface is user-friendly, much appreciated.",Branch Visit,Positive,Mobile Banking,North America,Young Families,31,Unresolved,Service Issue,3,Usability,Frequent user,Your issue has been resolved.,High Fees
209,2024-04-15 09:27:59.297414,"High fees on savings accounts, definitely not competitive.",Branch Visit,Positive,Fees & Charges,Australia,Students,6,Resolved,Service Issue,3,Technical Issue,First interaction,Your issue has been resolved.,Loan Processing Delays
210,2023-12-17 09:27:59.297416,The interest rates on savings accounts are too low.,Mobile App,Mixed,Credit Cards,South America,Young Families,25,Resolved,Service Issue,4,Customer Service,Called last year,We apologize for the inconvenience.,Slow Customer Service
211,2023-11-03 09:27:59.297417,"I had a great experience getting my credit card, easy and fast process.",Social Media,Negative,ATM Services,Australia,Young Families,42,Resolved,Service Issue,2,Technical Issue,Called last year,Your issue has been resolved.,High Fees
212,2023-11-02 09:27:59.297419,"ATM service is unreliable, often out of service.",Branch Visit,Negative,Fees & Charges,Asia,Students,45,Resolved,Service Issue,5,Customer Service,Called last year,We are working on resolving your issue.,Technical Issues
213,2024-09-17 09:27:59.297421,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Negative,Online Banking,Europe,Students,12,Resolved,Service Issue,3,Customer Service,Frequent user,We are working on resolving your issue.,High Fees
214,2023-12-19 09:27:59.297422,Why are there so many hidden fees? Totally dissatisfied.,Phone Call,Negative,Loan Services,Europe,Retirees,25,Unresolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,ATM Failures
215,2024-05-27 09:27:59.297424,"The mobile app update improved performance, thank you!",Survey,Negative,Savings Accounts,South America,Small Business,16,Resolved,Service Issue,4,Technical Issue,Called last year,We apologize for the inconvenience.,ATM Failures
216,2024-04-07 09:27:59.297425,"I waited 30 minutes to speak to someone, and they weren't helpful.",Survey,Negative,Online Banking,Europe,Retirees,15,Unresolved,Service Issue,3,Usability,Frequent user,We are working on resolving your issue.,Loan Processing Delays
217,2023-10-10 09:27:59.297427,"The credit card features are excellent, love the rewards program.",Social Media,Positive,Credit Cards,North America,Retirees,13,Unresolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,Technical Issues
218,2024-04-16 09:27:59.297428,"Quick and easy mortgage application, great experience.",Social Media,Negative,Online Banking,Australia,Retirees,38,Unresolved,Service Issue,2,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
219,2024-08-12 09:27:59.297430,It took too long to get a response from customer support.,Mobile App,Negative,Savings Accounts,North America,Students,46,Resolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
220,2023-11-04 09:27:59.297431,"Service charges are too high for young professionals, need better options.",Email,Positive,Savings Accounts,Asia,Retirees,27,Unresolved,Service Issue,3,Usability,Frequent user,We apologize for the inconvenience.,Slow Customer Service
221,2024-08-08 09:27:59.297433,"Customer support was unhelpful, they couldn't resolve my issue.",Branch Visit,Negative,Credit Cards,Europe,Students,47,Unresolved,Service Issue,1,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
222,2024-02-22 09:27:59.297434,"Mortgage rates are competitive, happy with the process.",Mobile App,Negative,ATM Services,Europe,Young Professionals,35,Unresolved,Service Issue,4,Customer Service,Called last year,Your issue has been resolved.,ATM Failures
223,2024-09-18 09:27:59.297436,"Mobile banking interface is user-friendly, much appreciated.",Phone Call,Negative,Credit Cards,North America,Students,36,Resolved,Service Issue,2,Customer Service,First interaction,We are working on resolving your issue.,Loan Processing Delays
224,2024-01-26 09:27:59.297437,"The bank charges too many fees, thinking of switching.",Branch Visit,Positive,Mortgage Services,South America,Small Business,7,Resolved,Service Issue,4,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
225,2024-06-12 09:27:59.297439,"Loan approval took forever, not coming back for another loan.",Email,Negative,Online Banking,Europe,Young Professionals,41,Unresolved,Service Issue,1,Usability,First interaction,We are working on resolving your issue.,ATM Failures
226,2024-08-28 09:27:59.297441,"I waited 30 minutes to speak to someone, and they weren't helpful.",Email,Negative,Online Banking,Europe,Students,28,Resolved,Service Issue,4,Customer Service,Frequent user,We are working on resolving your issue.,High Fees
227,2024-05-24 09:27:59.297442,"I’m not happy with the loan approval process, very slow.",Survey,Positive,Loan Services,Asia,Students,43,Unresolved,Service Issue,2,Customer Service,Frequent user,We apologize for the inconvenience.,Slow Customer Service
228,2024-01-16 09:27:59.297444,"Loan approval took forever, not coming back for another loan.",Phone Call,Negative,Mobile Banking,South America,Students,25,Resolved,Service Issue,5,Usability,Frequent user,We apologize for the inconvenience.,Technical Issues
229,2024-03-07 09:27:59.297446,The interest rates on savings accounts are too low.,Branch Visit,Mixed,Online Banking,South America,Retirees,30,Unresolved,Service Issue,4,Technical Issue,First interaction,We are working on resolving your issue.,Loan Processing Delays
230,2024-02-18 09:27:59.297447,The interest rates on savings accounts are too low.,Email,Mixed,ATM Services,South America,Young Professionals,18,Unresolved,Service Issue,3,Usability,Called last year,Your issue has been resolved.,Slow Customer Service
231,2023-11-08 09:27:59.297449,"I’m not happy with the loan approval process, very slow.",Phone Call,Negative,Online Banking,Asia,Small Business,14,Unresolved,Service Issue,3,Technical Issue,Called last year,Thank you for your feedback.,Technical Issues
232,2024-05-10 09:27:59.297450,"Mortgage rates are competitive, happy with the process.",Social Media,Mixed,Mortgage Services,Asia,Young Professionals,45,Resolved,Service Issue,5,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
233,2024-07-29 09:27:59.297452,"The bank charges too many fees, thinking of switching.",Branch Visit,Mixed,Online Banking,South America,Retirees,13,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
234,2024-01-15 09:27:59.297456,"I had a great experience getting my credit card, easy and fast process.",Survey,Mixed,ATM Services,North America,Young Professionals,1,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
235,2024-01-24 09:27:59.297459,"Loan approval took forever, not coming back for another loan.",Social Media,Mixed,Mobile Banking,Asia,Young Families,26,Unresolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Loan Processing Delays
236,2023-12-12 09:27:59.297461,"Service charges are too high for young professionals, need better options.",Phone Call,Negative,Fees & Charges,Europe,Students,14,Resolved,Service Issue,3,Customer Service,Frequent user,We are working on resolving your issue.,Technical Issues
237,2023-11-27 09:27:59.297464,I had to call support twice to resolve the same issue.,Mobile App,Positive,Online Banking,South America,Retirees,33,Resolved,Service Issue,5,Customer Service,Called last year,We apologize for the inconvenience.,ATM Failures
238,2024-03-02 09:27:59.297467,"Mobile banking interface is user-friendly, much appreciated.",Mobile App,Positive,Fees & Charges,Europe,Retirees,14,Unresolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,Slow Customer Service
239,2024-05-20 09:27:59.297470,"The app logs me out constantly, very frustrating.",Social Media,Negative,Savings Accounts,Australia,Small Business,40,Unresolved,Service Issue,4,Usability,Called last year,We apologize for the inconvenience.,Technical Issues
240,2024-05-30 09:27:59.297472,"The wait time for customer support is too long, not acceptable.",Social Media,Negative,Credit Cards,Europe,Retirees,4,Unresolved,Service Issue,5,Technical Issue,Frequent user,Thank you for your feedback.,Technical Issues
241,2024-08-24 09:27:59.297475,"The ATM was out of cash twice last week, very frustrating.",Phone Call,Negative,Online Banking,Asia,Retirees,1,Resolved,Service Issue,5,Technical Issue,First interaction,We apologize for the inconvenience.,Slow Customer Service
242,2024-09-21 09:27:59.297477,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Positive,Investment Advice,Asia,Young Families,33,Resolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,High Fees
243,2024-07-29 09:27:59.297480,"Mortgage rates are competitive, happy with the process.",Mobile App,Negative,Fees & Charges,Europe,Small Business,3,Resolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
244,2024-08-17 09:27:59.297483,"ATM service is unreliable, often out of service.",Branch Visit,Negative,Investment Advice,North America,Young Families,37,Unresolved,Service Issue,2,Customer Service,Called last year,Thank you for your feedback.,Loan Processing Delays
245,2024-06-13 09:27:59.297486,"Great service at the branch, very helpful staff!",Branch Visit,Positive,Online Banking,Asia,Young Professionals,14,Unresolved,Service Issue,1,Technical Issue,Frequent user,We apologize for the inconvenience.,ATM Failures
246,2024-02-04 09:27:59.297489,"I waited 30 minutes to speak to someone, and they weren't helpful.",Branch Visit,Negative,Online Banking,Asia,Young Professionals,34,Resolved,Service Issue,4,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
247,2024-02-14 09:27:59.297491,"The app has many technical issues, crashes frequently.",Social Media,Negative,Mobile Banking,South America,Young Families,36,Resolved,Service Issue,5,Usability,Called last year,Your issue has been resolved.,Loan Processing Delays
248,2024-07-02 09:27:59.297494,"I waited 30 minutes to speak to someone, and they weren't helpful.",Email,Negative,Fees & Charges,North America,Students,14,Unresolved,Service Issue,5,Usability,Provided feedback 2 months ago,Thank you for your feedback.,Loan Processing Delays
249,2024-08-20 09:27:59.297495,"The app has many technical issues, crashes frequently.",Survey,Positive,Loan Services,Australia,Small Business,40,Resolved,Service Issue,2,Technical Issue,Called last year,We are working on resolving your issue.,Slow Customer Service
250,2023-11-10 09:27:59.297497,"The app logs me out constantly, very frustrating.",Mobile App,Mixed,Mortgage Services,Europe,Young Families,47,Resolved,Service Issue,5,Usability,First interaction,We are working on resolving your issue.,Technical Issues
251,2023-12-15 09:27:59.297498,"ATM service is unreliable, often out of service.",Branch Visit,Positive,Mortgage Services,Asia,Retirees,13,Resolved,Service Issue,5,Usability,Frequent user,Your issue has been resolved.,Slow Customer Service
252,2024-01-13 09:27:59.297500,"I waited 30 minutes to speak to someone, and they weren't helpful.",Survey,Positive,ATM Services,Asia,Students,16,Resolved,Service Issue,4,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
253,2023-12-18 09:27:59.297502,"Mortgage rates are competitive, happy with the process.",Social Media,Mixed,ATM Services,North America,Retirees,15,Unresolved,Service Issue,1,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
254,2024-06-15 09:27:59.297503,"Great service at the branch, very helpful staff!",Phone Call,Positive,ATM Services,North America,Young Professionals,42,Resolved,Service Issue,2,Usability,First interaction,We are working on resolving your issue.,Slow Customer Service
255,2024-06-22 09:27:59.297505,"Mortgage rates are competitive, happy with the process.",Survey,Negative,Loan Services,Asia,Small Business,18,Resolved,Service Issue,1,Customer Service,Called last year,We apologize for the inconvenience.,Technical Issues
256,2024-03-22 09:27:59.297506,"The mobile app update improved performance, thank you!",Phone Call,Mixed,Credit Cards,Europe,Young Professionals,28,Resolved,Service Issue,1,Customer Service,Frequent user,We apologize for the inconvenience.,Slow Customer Service
257,2024-03-25 09:27:59.297508,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Positive,ATM Services,Asia,Small Business,21,Unresolved,Service Issue,2,Technical Issue,Called last year,Thank you for your feedback.,High Fees
258,2024-05-31 09:27:59.297510,"Mobile banking interface is user-friendly, much appreciated.",Email,Positive,Credit Cards,North America,Retirees,28,Resolved,Service Issue,3,Technical Issue,Called last year,Thank you for your feedback.,Loan Processing Delays
259,2024-03-02 09:27:59.297511,"The wait time for customer support is too long, not acceptable.",Survey,Positive,Investment Advice,Europe,Small Business,13,Unresolved,Service Issue,3,Usability,Frequent user,We are working on resolving your issue.,High Fees
260,2023-11-25 09:27:59.297513,"High fees on savings accounts, definitely not competitive.",Phone Call,Negative,Loan Services,South America,Small Business,15,Resolved,Service Issue,3,Usability,Called last year,Thank you for your feedback.,Loan Processing Delays
261,2024-03-17 09:27:59.297514,"High fees on savings accounts, definitely not competitive.",Mobile App,Positive,Online Banking,South America,Young Professionals,27,Resolved,Service Issue,3,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
262,2024-07-05 09:27:59.297516,"The ATM was out of cash twice last week, very frustrating.",Survey,Mixed,Mortgage Services,South America,Students,7,Resolved,Service Issue,2,Customer Service,Called last year,Thank you for your feedback.,Technical Issues
263,2024-05-04 09:27:59.297517,"App functionality needs improvement, crashes during transfers.",Email,Positive,Investment Advice,Asia,Students,9,Resolved,Service Issue,4,Customer Service,Called last year,Your issue has been resolved.,ATM Failures
264,2024-04-03 09:27:59.297519,"The app has many technical issues, crashes frequently.",Mobile App,Positive,ATM Services,Asia,Retirees,1,Resolved,Service Issue,1,Usability,Called last year,We apologize for the inconvenience.,Loan Processing Delays
265,2024-01-20 09:27:59.297521,"Quick and easy mortgage application, great experience.",Phone Call,Mixed,Online Banking,Asia,Retirees,47,Resolved,Service Issue,4,Technical Issue,First interaction,We are working on resolving your issue.,Technical Issues
266,2024-06-08 09:27:59.297522,"I waited 30 minutes to speak to someone, and they weren't helpful.",Survey,Positive,Online Banking,North America,Young Professionals,19,Resolved,Service Issue,5,Customer Service,Called last year,We apologize for the inconvenience.,Technical Issues
267,2024-07-09 09:27:59.297524,Why are there so many hidden fees? Totally dissatisfied.,Email,Negative,Fees & Charges,North America,Students,28,Resolved,Service Issue,4,Usability,Called last year,Thank you for your feedback.,Slow Customer Service
268,2024-06-02 09:27:59.297525,"ATM service is unreliable, often out of service.",Mobile App,Positive,Savings Accounts,Europe,Young Families,44,Resolved,Service Issue,3,Usability,Called last year,We apologize for the inconvenience.,Loan Processing Delays
269,2023-10-13 09:27:59.297527,"The wait time for customer support is too long, not acceptable.",Survey,Negative,Mortgage Services,South America,Retirees,37,Resolved,Service Issue,2,Customer Service,Frequent user,Your issue has been resolved.,Loan Processing Delays
270,2024-08-25 09:27:59.297529,"Quick and easy mortgage application, great experience.",Survey,Negative,Fees & Charges,North America,Young Professionals,14,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
271,2023-11-13 09:27:59.297530,It took too long to get a response from customer support.,Email,Positive,Loan Services,South America,Small Business,37,Unresolved,Service Issue,4,Usability,Frequent user,We are working on resolving your issue.,Slow Customer Service
272,2024-04-29 09:27:59.297532,"Investment advice was very helpful, made some good decisions.",Social Media,Negative,Fees & Charges,Asia,Small Business,9,Resolved,Service Issue,2,Customer Service,First interaction,Your issue has been resolved.,Technical Issues
273,2024-03-24 09:27:59.297534,"I waited 30 minutes to speak to someone, and they weren't helpful.",Mobile App,Negative,Credit Cards,Australia,Retirees,41,Resolved,Service Issue,5,Customer Service,First interaction,We are working on resolving your issue.,High Fees
274,2023-11-21 09:27:59.297535,"Loan approval took forever, not coming back for another loan.",Email,Negative,Investment Advice,South America,Students,4,Unresolved,Service Issue,5,Usability,First interaction,Your issue has been resolved.,Loan Processing Delays
275,2024-05-23 09:27:59.297537,Why are there so many hidden fees? Totally dissatisfied.,Mobile App,Positive,Online Banking,South America,Students,39,Resolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
276,2024-05-06 09:27:59.297538,"High fees on savings accounts, definitely not competitive.",Survey,Mixed,Mortgage Services,South America,Retirees,34,Unresolved,Service Issue,4,Technical Issue,First interaction,Your issue has been resolved.,Slow Customer Service
277,2023-10-01 09:27:59.297540,"Quick and easy mortgage application, great experience.",Mobile App,Mixed,Loan Services,South America,Retirees,19,Resolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
278,2024-02-24 09:27:59.297541,"Mortgage rates are competitive, happy with the process.",Survey,Mixed,Investment Advice,South America,Young Professionals,38,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
279,2024-07-04 09:27:59.297543,"I’m not happy with the loan approval process, very slow.",Survey,Negative,Loan Services,Asia,Young Families,12,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
280,2024-02-22 09:27:59.297545,"Customer support was unhelpful, they couldn't resolve my issue.",Mobile App,Negative,Loan Services,Australia,Retirees,18,Unresolved,Service Issue,1,Usability,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
281,2024-09-07 09:27:59.297546,"ATM service is unreliable, often out of service.",Social Media,Negative,Loan Services,South America,Young Professionals,20,Resolved,Service Issue,2,Customer Service,Called last year,We apologize for the inconvenience.,Technical Issues
282,2024-01-27 09:27:59.297548,"The ATM was out of cash twice last week, very frustrating.",Phone Call,Positive,Mobile Banking,South America,Small Business,6,Unresolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,Technical Issues
283,2024-05-22 09:27:59.297549,"The wait time for customer support is too long, not acceptable.",Social Media,Negative,Mortgage Services,Europe,Students,34,Resolved,Service Issue,4,Customer Service,First interaction,We apologize for the inconvenience.,High Fees
284,2024-06-12 09:27:59.297551,"The credit card features are excellent, love the rewards program.",Branch Visit,Positive,Mobile Banking,Australia,Small Business,48,Resolved,Service Issue,3,Technical Issue,Frequent user,We are working on resolving your issue.,ATM Failures
285,2024-06-15 09:27:59.297552,"The mobile app update improved performance, thank you!",Social Media,Positive,Mobile Banking,North America,Students,23,Resolved,Service Issue,3,Technical Issue,First interaction,Thank you for your feedback.,High Fees
286,2024-02-15 09:27:59.297554,"High fees on savings accounts, definitely not competitive.",Mobile App,Positive,ATM Services,South America,Young Families,2,Unresolved,Service Issue,5,Usability,Frequent user,Thank you for your feedback.,ATM Failures
287,2024-04-17 09:27:59.297555,"I had a great experience getting my credit card, easy and fast process.",Email,Negative,ATM Services,South America,Young Families,9,Unresolved,Service Issue,4,Usability,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
288,2023-10-21 09:27:59.297557,"App functionality needs improvement, crashes during transfers.",Branch Visit,Positive,Loan Services,Australia,Students,17,Resolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,High Fees
289,2024-05-20 09:27:59.297559,"The mobile app update improved performance, thank you!",Branch Visit,Positive,Online Banking,Australia,Young Professionals,42,Unresolved,Service Issue,1,Technical Issue,Called last year,Thank you for your feedback.,Loan Processing Delays
290,2024-03-07 09:27:59.297560,"Loan approval took forever, not coming back for another loan.",Email,Negative,Savings Accounts,Asia,Retirees,48,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,Loan Processing Delays
291,2024-05-14 09:27:59.297562,It took too long to get a response from customer support.,Mobile App,Mixed,Online Banking,Europe,Students,28,Unresolved,Service Issue,4,Usability,First interaction,Your issue has been resolved.,Slow Customer Service
292,2024-03-03 09:27:59.297563,"The app has many technical issues, crashes frequently.",Email,Positive,Mobile Banking,Europe,Young Families,44,Unresolved,Service Issue,2,Customer Service,First interaction,We apologize for the inconvenience.,Loan Processing Delays
293,2023-10-11 09:27:59.297565,"I waited 30 minutes to speak to someone, and they weren't helpful.",Survey,Negative,Savings Accounts,Asia,Retirees,26,Unresolved,Service Issue,3,Technical Issue,First interaction,We are working on resolving your issue.,High Fees
294,2024-05-05 09:27:59.297566,"Investment advice was very helpful, made some good decisions.",Mobile App,Mixed,Savings Accounts,North America,Students,16,Unresolved,Service Issue,2,Technical Issue,First interaction,Your issue has been resolved.,Technical Issues
295,2024-02-12 09:27:59.297568,"I’m not happy with the loan approval process, very slow.",Branch Visit,Negative,Credit Cards,Europe,Small Business,39,Resolved,Service Issue,4,Customer Service,Called last year,We are working on resolving your issue.,Loan Processing Delays
296,2024-09-13 09:27:59.297569,Why are there so many hidden fees? Totally dissatisfied.,Social Media,Negative,Online Banking,North America,Retirees,18,Resolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
297,2023-10-20 09:27:59.297571,"I’m not happy with the loan approval process, very slow.",Branch Visit,Negative,Mortgage Services,Asia,Retirees,4,Resolved,Service Issue,1,Customer Service,First interaction,We apologize for the inconvenience.,Slow Customer Service
298,2024-04-04 09:27:59.297573,"Investment advice was very helpful, made some good decisions.",Branch Visit,Positive,Credit Cards,Asia,Young Professionals,29,Unresolved,Service Issue,3,Usability,Provided feedback 2 months ago,Thank you for your feedback.,ATM Failures
299,2024-05-30 09:27:59.297574,"ATM service is unreliable, often out of service.",Email,Mixed,Mortgage Services,South America,Students,21,Unresolved,Service Issue,1,Technical Issue,First interaction,We apologize for the inconvenience.,ATM Failures
300,2024-06-17 09:27:59.297576,"App functionality needs improvement, crashes during transfers.",Branch Visit,Mixed,Investment Advice,Australia,Retirees,30,Resolved,Service Issue,5,Customer Service,Frequent user,Thank you for your feedback.,ATM Failures
301,2024-02-05 09:27:59.297577,It took too long to get a response from customer support.,Mobile App,Negative,Fees & Charges,Asia,Students,2,Unresolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,Slow Customer Service
302,2024-02-16 09:27:59.297579,"The credit card features are excellent, love the rewards program.",Phone Call,Mixed,Loan Services,South America,Young Families,28,Unresolved,Service Issue,1,Usability,Called last year,We are working on resolving your issue.,ATM Failures
303,2024-05-29 09:27:59.297580,"Mortgage rates are competitive, happy with the process.",Mobile App,Mixed,ATM Services,North America,Young Professionals,22,Unresolved,Service Issue,5,Customer Service,Called last year,We are working on resolving your issue.,ATM Failures
304,2024-09-20 09:27:59.297582,"Quick and easy mortgage application, great experience.",Survey,Mixed,Online Banking,South America,Young Families,45,Resolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,Loan Processing Delays
305,2023-11-23 09:27:59.297583,"ATM service is unreliable, often out of service.",Branch Visit,Negative,Mortgage Services,North America,Students,47,Resolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,Slow Customer Service
306,2023-09-28 09:27:59.297585,"Great service at the branch, very helpful staff!",Phone Call,Mixed,Loan Services,South America,Small Business,3,Resolved,Service Issue,4,Usability,Frequent user,We are working on resolving your issue.,High Fees
307,2023-12-10 09:27:59.297587,"I had a great experience getting my credit card, easy and fast process.",Social Media,Positive,Savings Accounts,Australia,Small Business,41,Unresolved,Service Issue,4,Technical Issue,Frequent user,We apologize for the inconvenience.,Technical Issues
308,2024-08-21 09:27:59.297588,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Positive,Online Banking,South America,Young Families,26,Resolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Slow Customer Service
309,2024-02-16 09:27:59.297590,"Mobile banking interface is user-friendly, much appreciated.",Mobile App,Negative,Mobile Banking,North America,Young Professionals,26,Unresolved,Service Issue,3,Technical Issue,Frequent user,We apologize for the inconvenience.,Slow Customer Service
310,2023-11-22 09:27:59.297592,"Very satisfied with customer service, helped resolve my issue quickly.",Phone Call,Negative,ATM Services,Europe,Small Business,3,Resolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,Loan Processing Delays
311,2024-08-13 09:27:59.297594,"Service charges are too high for young professionals, need better options.",Email,Mixed,Investment Advice,Asia,Small Business,16,Resolved,Service Issue,2,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
312,2024-04-30 09:27:59.297595,"The app has many technical issues, crashes frequently.",Phone Call,Mixed,Savings Accounts,Europe,Young Families,12,Resolved,Service Issue,5,Technical Issue,Called last year,We apologize for the inconvenience.,High Fees
313,2024-03-30 09:27:59.297597,I had to call support twice to resolve the same issue.,Email,Negative,ATM Services,Europe,Retirees,16,Unresolved,Service Issue,5,Usability,Frequent user,Your issue has been resolved.,Technical Issues
314,2023-12-21 09:27:59.297598,"The ATM was out of cash twice last week, very frustrating.",Mobile App,Positive,ATM Services,Europe,Retirees,37,Resolved,Service Issue,4,Technical Issue,Called last year,We are working on resolving your issue.,High Fees
315,2024-03-16 09:27:59.297600,"Mortgage rates are competitive, happy with the process.",Email,Positive,Credit Cards,Asia,Retirees,38,Resolved,Service Issue,2,Usability,First interaction,We apologize for the inconvenience.,ATM Failures
316,2024-09-14 09:27:59.297602,"Great service at the branch, very helpful staff!",Email,Mixed,Loan Services,North America,Students,25,Resolved,Service Issue,3,Customer Service,First interaction,We are working on resolving your issue.,Slow Customer Service
317,2024-05-15 09:27:59.297603,I had to call support twice to resolve the same issue.,Email,Mixed,Mobile Banking,Asia,Retirees,39,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
318,2024-01-07 09:27:59.297605,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Negative,Online Banking,Australia,Young Professionals,28,Resolved,Service Issue,3,Usability,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
319,2023-12-15 09:27:59.297606,"Very satisfied with customer service, helped resolve my issue quickly.",Social Media,Mixed,ATM Services,Australia,Young Families,18,Unresolved,Service Issue,5,Usability,First interaction,Thank you for your feedback.,Loan Processing Delays
320,2024-01-07 09:27:59.297608,"Loan approval took forever, not coming back for another loan.",Email,Negative,Savings Accounts,North America,Young Professionals,44,Unresolved,Service Issue,5,Usability,Called last year,We apologize for the inconvenience.,High Fees
321,2024-02-05 09:27:59.297610,"High fees on savings accounts, definitely not competitive.",Survey,Mixed,Online Banking,Europe,Young Families,36,Resolved,Service Issue,4,Technical Issue,Called last year,Your issue has been resolved.,Slow Customer Service
322,2024-04-26 09:27:59.297611,"Service charges are too high for young professionals, need better options.",Social Media,Mixed,Online Banking,South America,Students,42,Unresolved,Service Issue,3,Usability,Called last year,We are working on resolving your issue.,Technical Issues
323,2023-10-17 09:27:59.297613,"The mobile app update improved performance, thank you!",Branch Visit,Positive,ATM Services,Asia,Small Business,39,Unresolved,Service Issue,1,Usability,Called last year,We are working on resolving your issue.,ATM Failures
324,2023-12-09 09:27:59.297615,"The app logs me out constantly, very frustrating.",Email,Positive,Online Banking,Australia,Retirees,48,Resolved,Service Issue,4,Usability,Called last year,We apologize for the inconvenience.,Slow Customer Service
325,2024-07-14 09:27:59.297616,"The bank charges too many fees, thinking of switching.",Social Media,Mixed,Mortgage Services,Europe,Young Families,9,Unresolved,Service Issue,3,Usability,First interaction,We are working on resolving your issue.,Slow Customer Service
326,2024-07-25 09:27:59.297618,"Mortgage rates are competitive, happy with the process.",Branch Visit,Mixed,Savings Accounts,Australia,Young Families,48,Unresolved,Service Issue,3,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
327,2024-08-12 09:27:59.297619,"The credit card features are excellent, love the rewards program.",Phone Call,Negative,Credit Cards,North America,Students,26,Unresolved,Service Issue,5,Customer Service,Frequent user,We apologize for the inconvenience.,Loan Processing Delays
328,2023-12-23 09:27:59.297621,It took too long to get a response from customer support.,Phone Call,Positive,Credit Cards,Europe,Students,48,Unresolved,Service Issue,5,Customer Service,Frequent user,Your issue has been resolved.,ATM Failures
329,2024-08-13 09:27:59.297623,"The app logs me out constantly, very frustrating.",Email,Negative,Fees & Charges,South America,Young Professionals,16,Resolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,ATM Failures
330,2023-12-20 09:27:59.297624,"The credit card features are excellent, love the rewards program.",Mobile App,Mixed,Credit Cards,South America,Small Business,40,Unresolved,Service Issue,1,Usability,Frequent user,We are working on resolving your issue.,Loan Processing Delays
